,logp,tpsa,sub_similarity,qed,hba,hbd,gasa_score
0,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.23110201954841614
1,4.081800000000004,77.51,1.0,0.36698092602006344,5,0,0.2571549713611603
2,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
3,4.8620000000000045,77.51,1.0,0.3291302272858354,5,0,0.2720602750778198
4,4.471900000000004,77.51,0.9382239382239382,0.3595996993889875,5,0,0.29633045196533203
5,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.2651340067386627
6,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
7,4.583000000000004,77.51,1.0,0.38515487353843264,5,0,0.4004248082637787
8,4.8620000000000045,77.51,0.9613899613899614,0.3291302272858354,5,0,0.8526995182037354
9,4.471900000000004,77.51,0.9613899613899614,0.34974601429775165,5,0,0.7209886312484741
10,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.4578002095222473
11,4.471900000000004,77.50999999999999,0.9613899613899614,0.34974601429775154,5,0,0.5366637110710144
12,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.07468044012784958
13,4.327800000000003,77.50999999999999,1.0,0.3529253019058291,5,0,0.160301074385643
14,4.471900000000004,77.50999999999999,0.31467181467181465,0.34974601429775165,5,0,0.15724027156829834
15,4.8620000000000045,77.51,0.29922779922779924,0.3291302272858354,5,0,0.16885697841644287
16,4.225900000000004,77.51,1.0,0.3645661105566189,5,0,0.14057055115699768
17,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.38918161392211914
18,4.327800000000003,77.51,0.8166023166023166,0.27517364674096556,5,0,0.2569667100906372
19,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.3970436155796051
20,4.327800000000003,77.51,1.0,0.3529253019058291,5,0,0.31108951568603516
21,4.717900000000005,77.51,0.9613899613899614,0.3336127391388592,5,0,0.1654295176267624
22,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.22856475412845612
23,4.471900000000004,77.50999999999999,0.9613899613899614,0.34974601429775154,5,0,0.37908944487571716
24,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.46530598402023315
25,4.717900000000005,77.51,0.9613899613899614,0.3336127391388592,5,0,0.11560595780611038
26,4.4939000000000044,77.51,1.0,0.3409492049003866,5,0,0.17156703770160675
27,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.06962621212005615
28,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.25515857338905334
29,4.471900000000004,77.50999999999999,0.7606177606177607,0.45476132303988337,5,0,0.17866811156272888
30,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.46530604362487793
31,4.081800000000003,77.51,1.0,0.3751134236980471,5,0,0.266526997089386
32,4.616000000000004,77.51,1.0,0.3460408072435442,5,0,0.24350287020206451
33,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.5569289922714233
34,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.7012620568275452
35,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,0.15377502143383026
36,4.717900000000005,77.51,0.9613899613899614,0.3336127391388592,5,0,0.22417575120925903
37,4.536100000000004,77.50999999999999,0.31467181467181465,0.34953902443006024,5,0,0.13942688703536987
38,4.471900000000004,77.50999999999999,0.31467181467181465,0.34974601429775154,5,0,0.3078499138355255
39,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.46530598402023315
40,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.171512171626091
41,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.46530598402023315
42,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.05255623161792755
43,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.348234087228775
44,4.471900000000004,77.50999999999999,0.31467181467181465,0.34974601429775154,5,0,0.25515857338905334
45,4.717900000000005,77.51,0.9613899613899614,0.3417378634428989,5,0,0.4452594220638275
46,5.292900000000005,60.440000000000005,0.31467181467181465,0.3497342716914095,4,0,0.10696487873792648
47,4.471900000000004,77.50999999999999,1.0,0.34974601429775154,5,0,0.3700862526893616
48,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.03354538232088089
49,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.6978529095649719
50,4.471900000000004,77.51,1.0,0.3414678557145129,5,0,0.06217220425605774
51,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.46530598402023315
52,4.616000000000004,77.51,1.0,0.3460408072435442,5,0,0.1686001867055893
53,4.471900000000004,77.50999999999999,0.31467181467181465,0.368317425781705,5,0,0.33746805787086487
54,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.5123791694641113
55,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
56,4.471900000000004,77.51,0.7393822393822393,0.45476132303988326,5,0,0.3397428095340729
57,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.4713042974472046
58,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.04555828496813774
59,4.471900000000004,77.51,0.31467181467181465,0.34974601429775154,5,0,0.2597195506095886
60,4.471900000000004,77.51,0.9613899613899614,0.37694850214147646,5,0,0.29082244634628296
61,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.3627662658691406
62,5.292900000000006,60.44,0.4343629343629344,0.43181671290523976,4,0,0.10894159972667694
63,4.471900000000004,77.51,0.42084942084942084,0.34974601429775154,5,0,0.05752376466989517
64,4.081800000000004,77.51,0.31467181467181465,0.36698092602006344,5,0,0.1718519628047943
65,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,0.43228599429130554
66,4.717900000000005,77.51,1.0,0.3663897838718641,5,0,0.41192135214805603
67,4.081800000000004,77.51,1.0,0.36698092602006344,5,0,0.2670898139476776
68,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
69,4.8620000000000045,77.50999999999999,0.5926640926640927,0.42795540619227646,5,0,0.14366941154003143
70,4.717900000000005,77.51,1.0,0.3513274784112329,5,0,0.11621858924627304
71,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.46530598402023315
72,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.40187323093414307
73,4.471900000000004,77.50999999999999,0.9613899613899614,0.34974601429775165,5,0,0.5988284349441528
74,4.471900000000004,77.51,0.23938223938223938,0.45476132303988326,5,0,0.4308338165283203
75,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.23101001977920532
76,4.471900000000004,77.51,0.8166023166023166,0.34974601429775165,5,0,0.30822837352752686
77,5.292900000000006,60.440000000000005,1.0,0.3394609020259415,4,0,0.5071974396705627
78,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.3700862526893616
79,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.29243600368499756
80,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.348234087228775
81,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.42501455545425415
82,4.471900000000004,77.51,1.0,0.368317425781705,5,0,0.0518728531897068
83,4.501320000000004,77.51,0.8166023166023166,0.3874821221517661,5,0,0.28152740001678467
84,4.471900000000004,77.51,0.8166023166023166,0.34974601429775154,5,0,0.4770643413066864
85,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.2679975926876068
86,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.46530598402023315
87,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.46530598402023315
88,4.717900000000005,77.51,0.7297297297297297,0.3336127391388592,5,0,0.137444868683815
89,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.15724027156829834
90,4.471900000000004,77.51,0.9613899613899614,0.34974601429775165,5,0,0.12819227576255798
91,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.47439026832580566
92,4.782100000000004,77.50999999999999,0.19305019305019305,0.2797009918531695,5,0,0.015146888792514801
93,4.471900000000004,77.50999999999999,1.0,0.34974601429775154,5,0,0.2073458433151245
94,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.46530604362487793
95,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.4653060734272003
96,4.8620000000000045,77.51,1.0,0.3466069464844954,5,0,0.47903305292129517
97,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.2651340067386627
98,4.327800000000004,77.51,0.9613899613899614,0.35292530190582894,5,0,0.0920838713645935
99,4.327800000000004,77.51,1.0,0.35292530190582905,5,0,0.3478071689605713
100,4.717900000000005,77.50999999999999,1.0,0.3336127391388592,5,0,0.3367447257041931
101,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.021675795316696167
102,4.471900000000004,77.51,1.0,0.37694850214147646,5,0,0.5530543327331543
103,4.717900000000005,77.51,1.0,0.3513274784112329,5,0,0.5465171337127686
104,4.717900000000005,77.51,1.0,0.3417378634428989,5,0,0.18959631025791168
105,4.081800000000004,77.51,1.0,0.36698092602006344,5,0,0.5189530253410339
106,4.327800000000004,77.50999999999999,1.0,0.35292530190582905,5,0,0.3998434841632843
107,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
108,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.07136214524507523
109,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.26687267422676086
110,4.081800000000004,77.51,1.0,0.36698092602006344,5,0,0.5438435673713684
111,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.46530598402023315
112,4.8620000000000045,77.51,0.29922779922779924,0.25074487133772927,5,0,0.05661299079656601
113,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.348234087228775
114,4.471900000000004,77.51,0.2084942084942085,0.34974601429775154,5,0,0.6815000772476196
115,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
116,4.327800000000003,77.50999999999999,1.0,0.3529253019058291,5,0,0.2854304015636444
117,4.717900000000005,77.50999999999999,1.0,0.3336127391388592,5,0,0.21368202567100525
118,4.471900000000004,77.50999999999999,0.9613899613899614,0.34974601429775165,5,0,0.5232976675033569
119,4.327800000000003,77.51,0.9613899613899614,0.35292530190582894,5,0,0.17396672070026398
120,4.471900000000004,77.50999999999999,1.0,0.35794189194194087,5,0,0.23821376264095306
121,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.46530598402023315
122,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.348234087228775
123,5.292900000000006,60.440000000000005,0.9613899613899614,0.33209986556512583,4,0,0.5580061674118042
124,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.2181432992219925
125,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.021587466821074486
126,4.327800000000003,77.51,1.0,0.3529253019058291,5,0,0.4672028422355652
127,4.864880000000005,67.16,0.5444015444015444,0.5330106833487057,4,0,0.39142581820487976
128,4.471900000000004,77.50999999999999,1.0,0.34974601429775154,5,0,0.20859654247760773
129,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.348234087228775
130,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.21418221294879913
131,4.717900000000005,77.51,1.0,0.3336127391388592,5,0,0.33269283175468445
132,4.717900000000005,77.50999999999999,1.0,0.3336127391388592,5,0,0.21147502958774567
133,4.081800000000003,77.50999999999999,1.0,0.36698092602006344,5,0,0.5359682440757751
134,4.8620000000000045,77.51,0.9613899613899614,0.3466069464844954,5,0,0.4392217993736267
135,4.081800000000004,77.51,1.0,0.36698092602006344,5,0,0.0813290923833847
136,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.46530598402023315
137,4.225900000000004,77.51,0.31467181467181465,0.3645661105566189,5,0,0.23104391992092133
138,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.2767103612422943
139,4.327800000000004,77.51,0.9613899613899614,0.36119568233537186,5,0,0.27378660440444946
140,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.23389245569705963
141,4.471900000000004,77.51,1.0,0.34974601429775165,5,0,0.18956297636032104
142,4.327800000000003,77.50999999999999,1.0,0.3529253019058291,5,0,0.06431161612272263
143,4.471900000000004,77.50999999999999,1.0,0.34974601429775165,5,0,0.46530598402023315
144,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.6442536115646362
145,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,0.08062632381916046
146,4.327800000000003,77.51,1.0,0.35292530190582894,5,0,0.10400131344795227
147,4.278400000000004,77.51,0.7413127413127413,0.40154354977050005,5,0,0.23703086376190186
