,logp,tpsa,sub_similarity,qed,hba,hbd,molwt,gasa_score
0,4.392000000000004,77.51,1.0,0.3529638180374202,5,0,426.24062418799997,0.1021682471036911
1,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.256274252,0.03398317098617554
2,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.2562742519999,0.2925766706466675
3,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.25627425199997,0.02957317978143692
4,4.471900000000004,77.51,0.9613899613899614,0.3683174257817049,5,0,428.25627425199997,0.385203093290329
5,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.2562742519999,0.5393889546394348
6,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.256274252,0.1450072079896927
7,4.471900000000004,77.51,0.29922779922779924,0.34974601429775165,5,0,428.25627425199997,0.16982951760292053
8,4.471100000000004,77.51,0.9613899613899614,0.3698334992180059,5,0,426.2217805639999,0.06819605827331543
9,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.25627425199997,0.014910944737493992
10,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.2562742519999,0.07104706764221191
11,4.471900000000004,77.51,0.29922779922779924,0.34974601429775154,5,0,428.2562742519999,0.1822475790977478
12,4.471900000000004,77.50999999999999,0.2084942084942085,0.45476132303988326,5,0,428.2562742519999,0.0217040553689003
13,4.392000000000004,77.51,0.5444015444015444,0.48331517204521196,5,0,426.24062418799997,0.416855126619339
14,4.312100000000004,77.51,0.31467181467181465,0.374939314414601,5,0,424.2249741239999,0.16850486397743225
15,4.609300000000005,77.51,0.9613899613899614,0.2828100830238129,5,0,430.21555231199994,0.0872153714299202
16,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.25627425199997,0.06705426424741745
17,4.4939000000000044,77.51,0.22007722007722008,0.4540705923415743,5,0,428.2562742519999,0.05031370371580124
18,4.471900000000004,77.51,0.9613899613899614,0.34974601429775154,5,0,428.2562742519999,0.0058727446012198925
19,4.471900000000004,77.51,1.0,0.34974601429775154,5,0,428.25627425199997,0.028400497511029243
20,4.327800000000004,77.50999999999999,0.29922779922779924,0.36119568233537186,5,0,416.2562742519999,0.01861679181456566
21,4.471900000000004,77.51,0.31467181467181465,0.34974601429775165,5,0,428.2562742519999,0.01745549961924553
